text,category
"definitely download re-rate 5 stars fixed unusable want option, give 1 star dont bother putting brown rice special secrion may missed great way order avoid miscommunication staff love food ton!",B
"downloaded app could load physical card take advantage $10 free offer app wont open ive rebooted phone, deleted reinstalled app luck quality control thing?",B
happened?? cant access program now cancel problem fixed soon!,B
app great recent update crashes time download problem (hopefully) fixed!,B
frustrated responsive sluggish cannot modify city want rent give up,B
wont open keeps timing out dont waste time till fix issues,B
loaded itouch everything completely opposite - east reads west north reads south etc dont get app unless want get lost!! proceed delete immediately,B
hangs multiple points interface way buggy useable,B
gave error first time uploading check images app crashed second time uploading check images,B
bookmarks work bookmark favorite dispensary takes random place overall performance buggy crashes,B
"its great works, app disconnects frequently",B
best app ever,B
"hi fox, would help fox news app, its frozen ice even write except review 1st time its happened fox im leaving 4 stars ) ty advance !! im ipod 4 wifi",B
"totally addicted this, app long ago one tiny problem freeze blue moon doesnt really bother #1 best app level 101 joke!!!!!!!",B
loved game husband n competition updated didnt way u get ahead cant reset deleting awesome game,B
"love nook ipad love many books always me sometimes, though, wish could get certain books dont have",B
"first off, let say looks greatif could get stay 5 secondsthen crashes! concept wonderful app appears nicely done user interface standpoint unstable big disappointment since use doctoral studies, major failure mobility convenience categories0 10 usefulness",B
"cant login ipad 3, tells password incorrect",B
"even select flight date anymore!! dont waste time here sheesh, dont ya charge luggage hire programmer!",B
every time try select seat never loads,B
"could great app predictable, full bugs unpredictable able check in, take screen shot boarding pass print backup copy, may able access need most",B
first usage realized go send email cancel back button! app stuck screen! dont know rest works its stuck screen (,B
"many apps iphone worst one ive ever used! deletes messages dont delete, doesnt send messages send, doesnt even save favorites click save them! truly horrible really hope guys upgrade soon its making pointless site",B
"im giving nfl 12 v3 update three stars largely its improvement previous version in-game display better organized, scores page vastly superior prior version see games current week one screen instead scrolling list modest amount use, app appears much stable however, still needs work many respects scoring summary gone (so far tell) often found helpful checking games wasnt following play-by-play team leaders appears limited 1 qb (passing), 1 player rushing, 2 receivers, apparent way scroll players pull full listing especially preseason games, teams running multiple personnel packages, frustrating--theres way (for example) compare passing stats 2 3 qbs gotten playing time egregious problem (at least thursday games week 2), teams switch properly checking atlanta vs cincinnati game, tap atlanta falcons button, get passing stats a dalton tap cincinnati button see passing stats m ryan (with rushing receiving stats teams) im hoping operator error fixed shortly, reflects poorly product (i apologize comments length, im hoping nfl monitoring feedback)",B
using app seemed great noticed posting fb page even though opted out deleted app doesnt give option fact,B
"every time use it, crashes dont use 25 days, pinger says give away number terrible app",B
downloading 2 days still downloading,B
"app fine one thing, (and really thing need for) isnt working attempted pay bill using credit card already file several minutes beach ball froze app go website pay bill",B
since update open links pictures email please fix,B
app doesnt work its terrible goes show happens media companies lock content time warner able watch whenever choose provider nothing happens times crashes really poor job everyone involved here garbage,B
crap doesnt work try something else dont waste time!!!,B
its good want browse horrible letting post anything stays frozen signing close app,B
"looks like would great app, downloads grades 1 classhmmm pretty useless right now im extremely disappointed since website difficult use iphone app many connection problems & its slow ill use crappy designed website app gives something useful see ill try back later (",B
"happy see app however doesnt work caused sorts network configuration problems called hp reset printer, ipad, computer even couldnt figure problem was ton lost time decided erase app allowed ipad find printer using airprint again app needs lot work would use extreme caution downloading time big waste time!",B
started issues sending photos recently send half dozen one go througj,B
awesome app have sometime shuts u try open it calls r ok texting good!?????????????????????????????????????????????????????????????????,B
"loved app used time, update wont get connected crashes lot whats that?",B
frustrating solution delete re download app freezes camera launch! happened last month please fix gladly give five stars!,B
installed 12th vid app frozen cannot access app pics help ?,B
fun server apparently big users app keeps getting errors try open play dont get games havent able play day,B
says error collect calls wont let date anything needs fixed,B
"aggravating! first, game wouldnt load, got loading spinner game load 1 play try play againblack screen, loading spinner! waste money! please fix it!!",B
"like game lot, play time cannot put downhowever one issue, game lags please fix thanks",B
may give way better review fix expect crash ll timeabout every 3-4 filters downloaded & crashed frustrating froze delete & re-install -(,B
doesnt work texting update ap give instructions works text one star trying im texting person ap doesnt that,B
ive app month everyday try use freezes upon 1st touch sad want work bad cant bring delete it!,B
work new iphone 5s showed sliding logo&#39s,B
"ever since ios 7 update, dropbox worked constantly crashes, run extremely slow, problems camera uploading please fix asap",B
flat open new ipad air,B
drop support earlier ioss? apple make you?,B
"since update, won&#39t backup dropbox",B
ipad 1st gen update anymore want install dropbox device dropbox installed! hate support previous ios version? use it?,B
ipad works fine open dropbox every time open iphone 4 either crashes continuously pulls messiah making hard close needs fixed fast even current update day ago still crashing iphone!! needs fixed,B
come dropbox!!!! getting ridiculous! i&#39ve uninstalled reinstalled it&#39s still stuck! customer service said update would fix it!,B
use good cannot open office documents,B
charges made without request approval,B
great app love new design new update try share link specific file space file name manually replace spaces %20 hyperlink correctly used problem please fix ?? one problem great app also like fact download picture app onto iphone doesn&#39t auto upload picture 2 copies photo auto upload folder thank fix keep great work??,B
can&#39t even uploadtransfer file pages,B
none photos load even tho uploaded dropbox months ever since update none photos show dropbox it&#39s white boxes app use won&#39t load photos,B
"care functionality looks, review say nothing updated look major bugsproblems update!!!! longer given option &#34open in&#34 means, look numbers spreadsheets, can&#39t &#34open in&#34 numbers, can&#39t work spreadsheets enter info major issue!!! makes dropbox completely useless please fix !!!!!",B
"update makes harder slower use icons different file types look similar, makes slower scan find desired file old version used colors, made much faster use",B
"inverted colors icon induce retinal images, in-app, whiteout hard eyes experience ipad air one huge expanses white badly contrasting off-whitelight blue stencil-thin pale icons battling brightness spartan look works fine iphone, proportionately less white assaulting eye ipad, however, keep trying reduce brightness display, impacts contrast legibility also possible change names files folders??",B
since new update almost jpeg take much time open even don&#39t open need save file see photo iphone old version?????,B
keep good work camera upload stopped working matter change photos videos load,B
"want old version , don&#39t option share files via facebook message ,please bring back previous version fix !!!!",B
"white app icon atrocious, i&#39m hiding away new folder i&#39m naming &#34ugly apps&#34 joined photos ibooks apple bloat-ware apps, like game center, newsstand, passbook could go too, they&#39ll stay &#34crap!&#34 folder instead",B
maximize slide show ?! disappeared bad update,B
version 30 auto updated today photos won&#39t upload luckily skydrive added upload feature,B
open crashes ipad,B
im crappy hotel wifi goes trying download 1gb file 2 days reason dropbox allowed favorited downloads ability resume instead restarts download beginning every time fails it&#39s almost 2014 technology resume download what&#39s problem here?,B
"poor job retaining starred items memory wait long time mp3 buffer, &#34star&#34 won&#39t wait next time next time often buffer again!",B
seriouslywhy select functionality longer available everything?! (for apple app) need upload 500 imagesi check 500 images one-by-one!?!,B
sometime last month dropbox stopped syncing recent files phone 1 month old yet many current files loaded dropbox desktop folder syncing help!,B
"i&#39ve always found dropbox bit buggy, it&#39s gotten worse since updated ios 7 download zip files webpages &amp open files, screen blank, blackened blurred enlarged image symbol (of facebook, google symbols related site zip file webpages came teacher, rely access online &amp line related research work work teacher also, required write notes &amp save zip files order save space so, please fix dropbox! keep telling can&#39t open documents &amp don&#39t authorization alter edit document flip side, documents tell enter password (???) anyone suggestions improve recommends different program recommend, would appreciate thanks!",B
downloaded find doesn&#39t even open appstore says it&#39s downloaded nothing shows app selection screen,B
needs less crazy,B
"since new update dropbox freezes blanks viewing files, never old os really annoying good product hope powers responsible read provide much needed fix",B
"generally love dropbox, since upgraded ios 7 longer view html files properly (i referring files saved dropbox html) used view displayed nicely web pages, see source code instead! please fix that?? also, please add option copy move files? would useful feature!! thanks!",B
"music takes 15 seconds load selected song ( doesn&#39t matter i&#39m verizon lte wifi) also, doesn&#39t play next song automatically instead open app, go back pick next song folder can&#39t even hit &#34next&#34 button skip tracks please fix next update! running ios7 issues ios 6",B
can&#39t download videos phone like come don&#39t know yahoo would making deal dropbox,B
"typically don&#39t leave support feedback, can&#39t seem get response app crashes every time try open ipad 3rd gen use often iph5 reason doesn&#39t work please update asap works",B
"works platforms love keep changing phones every couple weeks app universal platforms need release app platforms like newer windows phone 8 like lumia 1020 true 5 stars till then, sky drive wins",B
always loved dropbox reliable handy newest version menu problems can&#39t upload please fix! thanks!,B
"service great, app fails pressing &#34upload here&#34 freezes app crashes next open",B
i&#39m issues moving files,B
current version doesn&#39t show files dropbox please fix!,B
"crashes connection spotty, completely useless",B
"one ever report problem?? ever since downloaded latest update app ipad continues show pop alert message click ok pops right back up! i&#39ve turned alerts app contact apple support reset complete default mode, reloaded app still issue annoying else experiencing this?",B
major sync failure! put documents work go home sync find none times actually synced can&#39t open them! i&#39m deleting,B
"layout clean fails load editing settings feedback components potential, still buggy",B
install dropbox yesterday start app dialog box &#39 app wants location&#39 appears endless loop,B
able use please fix,B
happened? used rely dropbox transfer files ipad computer camera upload still works that&#39s need fix app!!!!!,B
"please fix crashes , bugs possible ,make app faster",B
latest update nothing stop crashes completely unusable,B
new update doesn&#39t detail what&#39s changed app doesn&#39t work black screen gray bar bottom please fix soon,B
get pop push notifications push ok pops back making completely inoperable tried changing push notification options doesn&#39t fix it!,B
give permission upload pics settings say yet continues upload stop!!!,B
love dropbox mac use time share files photography clients however find annoying cannot email link clients iphone app! makes hard on-the-go sharing! what&#39s point app cannot share folders?! please change!,B
can&#39t update latest bug fix,B
"seriously? keep trying get one files, app keeps crashing reason please fix that, you&#39re average job!",B
allows share individual photos entire folders! good that?? easily text someone single photo wth ? want able send link people entire folder many pics mobile seems useless hand like view share excel documents that&#39s pretty cool although take quite load seems,B
"anyone else dropbox app, site, increasing memory even without favorite files??? erase app every 2 weeks!!!",B
"app never installed correctly, don&#39t see icon nevertheless, always show app store updates always says installing can&#39t update it, can&#39t delete it, can&#39t use app i&#39ve ever seen zero stars! joke!",B
"argh crashes time service, app, would great app didn&#39t crash reading pdfs great works",B
"awful appi uploaded hundreds photos app could upload alllost hundreds precious memories concerts, times friends, etc solely relying app back photos deleted said done gone access",B
dropbox longer accepts files ipad since latest ios update issue app actually worked easy five star,B
"use ipad mini cant even access account app crashes iphone size every time open need hotfix, urgent",B
working fine problems can&#39t even get app open!! happy all!! please fix!!! even deleted app re downloaded n still doesn&#39t open frustrating great app actually works!!,B
can&#39t use due pop-up push notifications open itunes connect notifications hate it!,B
app used flawless! recent updates issues uploading things i&#39ll select bunch photos back app crash upload major bummer!,B
spent many hours successfully transporting pictures site froze needed export pictures locked frozen keep trying re- access app site success,B
theory it&#39s great pdf selected impossible close resorted tapping relentlessly screen magic show tools pdf sits way effective go browser really? irritating!,B
"somethings wrong last update view pdfs opening first time, cannot view anymore! latest update fixed issue crashes also view pdfs without problem thanks lot work! however still problem try using &#34open in&#34 option ipad applications, ask open dropbox, filed opened shows ipad dropbox application, dropbox server updated meaning file found dropbox folders access folders different devicecomputer, etc",B
non-starred files occupied 600 mb way reduce itit eats ipad space,B
caught loop forever trying load video also forever looping initial adobe file sad,B
"downloaded latest update app disappeared, app store won&#39t let download",B
update 22113 new update problem installed update froze access &#34open&#34 option dropbox app store page dropbox icon phone page deleted reinstalled - thing i&#39m operating latest ios iphone 4 please fix,B
can&#39t open goddamn app,B
can&#39t open since last 2 updates pop-ups go crazy iphone 5! i&#39m uninstalling,B
"since new update 21 feb 15th, get splash screen followed crash otherwise, 5*",B
un install reinstall works awesome love app probably best ever!,B
app used work flawlessly r event update however can&#39t even open get logo screen app crashes completely update rendered useless!!,B
can&#39t open ipad 3 help! crash! crash! crash!,B
updated dropbox app ipad can&#39t view pdf files viewing wasn&#39t problem update help?,B
"thanks, dropbox was, thinking dropbox one greatest inventions since sliced bread one update, can&#39t access files photos gen 3 ipad know presidents&#39 day weekend, someone fix please? maybe enjoying time familysure would nice share pics",B
"liked much upgrade pdfs (divisions search) however, aren&#39t displaying anymore fix perfect best wishes",B
please fix it&#39s often used function,B
cannot open saved files,B
"cool, last update can&#39t upload iphone starts uploading , progress bar shows going, radionics he&#39d, progress bar starts going",B
"automatic upload feature ridiculous intuitive easy way stop also, delete function confusing sort dialog box informing delete photo ipad, dropbox interface, ask confirm want wife tried stop automatic upload hit delete prompt thinking may stop lost photos newborn cannot recover thank dropbox - lost us photos never get back!",B
update installing week,B
latest update longer download epub files ibooks option download grayed looks like moving google docs something else,B
latest revision (as 10 january 2013) loops endlessly trying upload 411kb file email move another device,B
latest version seems stopped playing videos sad,B
"nice , won&#39t open since update",B
app keeps crashing loading document im student college using ipad good considering book file,B
"since updating ios7 latest update evernote spell check feature longer utilize work, rely reports figured give couple weeks would fix it, it&#39s two months fix let&#39s get together evernote team give 5 star review app",B
crash crash crash crash crash get it!!!!!,B
"app used work great, keeps freezing can&#39t get notes frustrating delete app download pain!!",B
"update, en performance improved considerably (from 2 3 stars) since last review, however app remains pretty buggy constantly reports failure synch, freezes momentarily actions, crashes thee, search function sometimes fails find key words borderline thinking going premium, also keeping eye alternatives note, problems may related incompatibility ipad2 ios7 previous review, several months daily use, building 1k pretty intensive notes, process put serious long-term commitment en- i&#39ve seriously rethink problems last upgrade problems i&#39ve experienced severe others reporting mine mostly ipad 2 version, desktop version w macbook air continued work ok ipad things actually improved quite bit past week, terms less freezes, trying search- wait see, see en get together searches also become less efficient clunky ipad &amp mac desktop versions still working en, also stand-by, looking possible alternatives don&#39t many concerns w new design, others do-- hope en programmers stay focused real issues",B
since last update app keeps crashing need notes! please help,B
"recently last week, used almost central control everything latest upgrades, issues crashes cannot access anything left difficult situation please fix it!",B
"love evernote become reliant it, one apps can&#39t without however without crashes open open iphone load dec 12 update! evernote please fix",B
"program 2 months, allot important information kept inside, picturesnotesmemos, etc ,all sudden using it, crashed went back in, everything gone! wiped completely!?! use ipad 2 plenty memory, programs running even suggest conflict! use unless wish risk losing important documentsfiles information trust me, computer literate program loaded problems even continue download &#34bug fixes&#34",B
"agree recent reviewers - update completely ruined excellent app iphone ios7 doesn?t work opens, freezes completely can?t even open notes create new ones doesn?t anyone test apps releasing them?? please fix asap!!",B
"love evernote use mac use iphone love evernote app ever since last update, days ago, app giving nothing problems sometimes doesn&#39t open keep seeing blank screen sometimes opens going back forth notes notebooks simply gets stuck doesn&#39t respond finger taps actions hope evernote people improve app fix bugs truly love evernote would like keep using lately encountered nothing serious quality problems evernote",B
app unbelievably buggy since last update cannot trust using iphone (only desktop ipad),B
brilliant app crashes ipad iphone,B
freezing start time becomes useless considering apps,B
im original ipad mini maybe that&#39s part deal seems like still little thins need work example spell check doesn&#39t work right search slow times neither others keep giving app great rating also think improvements hope see future one full screen mode maybe i&#39m missing time get full screen start new note i&#39d like options reading editing keep good work!,B
dislike latest version notes randomly disappear listed wrong name (usually one actually it) loved version prior one version making lose confidence notes actually saved!,B
"evernote excellent indispensable service life i&#39m happy premium subscriber mobile app, however, seems getting progressively worse latest version clunky buggy mention &#34announcements,&#34 essentially ads, occupy app&#39s prime real estate extra-premium subscription would let hide focus work, i&#39d subscribe! love document photo feature use daily latest app iteration, though, feature causes crash arg! i&#39m evernote evangelist, honestly could recommend mobile app ??? original review thanks hard work happy premium subscriber suggestion add ability copy note links",B
"updated lost notes great work guys fans favor - fire current programmers, offer 2011 version update, call day",B
i&#39m upset! i&#39ve using app year &amp patiently endured slow process improvement really gotten quite good last bungled attempt made app virtually useless shame evernote&#39s qc group (if even one?),B
"really wanted note system could trust, evernote lost notes upgrade",B
seems evernote understand spirit ios 7 design seems flat sake flatness usability thrown door it&#39s confusing use app simple actions painfully slow,B
"okay evernote, hope listening great idea &#34note&#34 name call eversomething text formatting makes virtually impossible create note form rich text, bullets, numbered lists, indentation, etc maybe underlying code base architecture makes difficult create rich text proper formatting don&#39t know, fixed useful man i&#39ve really tried like evernote synching ability among many platforms great go back onenote knows read really wish would understand huge weakness product done good amount googling around know i&#39m one around wanting better text capabilities please fix really want need proper evernote!",B
"search function isn&#39t working sign every time open evernote needs fix that, love evernote",B
i&#39ve able use app keeps crashing! pain!,B
constant crashes ios 7 8 crashes 30 minutes evernote really ready new ios,B
"evernote mainstay life past years, pains say there&#39s major bug current ver get webview, i&#39m unable go back evernote done button working tried quoting app won&#39t work either i&#39m re-downloading app, cross fingers help",B
beginning trust app 7 update quit working practical purposes watch patches post updated review really wanting app effective silly new process sell post notes not!,B
"find must logon every time open app ipad2 running ios7 curiously, doesn&#39t happen iphone 4s grr",B
"started app getting notes deleted reinstalled app fixed select notes, opens specific note freezes try go back try reinstalling iphone 5 ios7",B
"loved app, ever since installed ios 7 updated app, start please fix",B
"?the highlighting words works menu pops copy, cut, paste etc won&#39t stay open long enough used ?when placing cursor text keyboard open makes text jump every want cursor",B
notes showing notebooks empty boo,B
"love evernote use everywhere various devices (ios desktop) used love simplicity web interface, new one seems cumbersome i&#39ve really weird issues overwritten notes overall, would rate environment 45",B
"seems like evernote religion passed perhaps handy tools missing trainings obvious but, really! notes, bullet points, spacing, numbering fail transfer word systems resulting formatting problems take longer starting retyping notes also find left column flickers program crashes every use 1 4 syncs give error message aside, like calling notes phone, ipad, desktop (almost) whenever want problematic version intended induce go another version, doesn&#39t fact, version solid, i&#39d tempted buy upgrade",B
"app worked, i&#39d give 4 stars shortly got several errors inability sync couldn&#39t open notes says trouble reaching evernote server btw solution 1 (after tried reinstalling rebooting) log using user name instead email (or vice versa whatever you&#39re problem w try other) annoying happens works you, pretty good app help keep notes scribble email 1 place",B
"overall good maneuverability love connectivity hate hard iris put different notes different notebooks, though!",B
"frequently crashes allow local storage personal notes, automatically stored painfully slow evernote servers personal notes passwords compromised hackers already hope anything sensitive notes!",B
"besides occasional crash, amazing product tons potential depending work it!",B
"app awesome latest update lost weeks worth class notes, can&#39t even open program without crashing unless i&#39m connected wifi, complete notebook disappeared password reset everything great update, nothing works",B
"worked great dolphin, last update",B
update made change password logged new password files missing! logged account website notes either great since midterms next week notes gone &#39(,B
"today&#39s update, dated march 1, 2013 horrible! every single time open app, defaults &#34updated&#34 view notes then, select either &#34title&#34, really want organize notes, alphabetical order, select &#34created,&#34, app immediately crashes closes tried 50 times! tried rebooting ipadno avail tried deleting app together, reloaded it, still problem! fixed asap please!!!!!!! can&#39t effectively use notesit&#39s much hassle try look month note created, even month alphabetical order rythme reason update!!!! always one biggest advocates proponents bug isn&#39t fixed pronto, delete evernote permanently, use different app! arghhhhhh!!!!!!",B
latest update can&#39t even get account either iphone ipad says incorrect password!!! freakin joke update! even test sending updates what?,B
installed update it&#39s unusable crashes 100% time upon startup,B
like app suddenly won&#39t open can&#39t get notes,B
last update crashes please fix!,B
"evernote desktop version effectively ruined windows 7 computer brought halt ms office especially outlook still trying repair effects program sadly haven&#39t even got really use program use mac maybe issues, bad purchase windows computer user",B
"looking longest time save (favorites feature) button noticed appears ipad hold vertical position (upright) weird usually hold ipad trip advisor horizontal position (sideways), button nowhere found? hope tripadvisor fixes ux usability issue soon",B
used good application ability search cities haven&#39t yet reached filter rating well proximity however features replaced functionality focused marketing hotels don&#39t use application purchase good guidebook instead,B
app makes manage trip right phone totally handy performance smooth app needs fixed random crashes glitchy performance,B
really need know far restaurant current location don&#39t take cab hotel fight traffics would like know what&#39s near bad makings great app!!! back yelp,B
excellent app crashes ipod touch since last update won&#39t open please fix asap!!,B
showing even suggesting located areas,B
"used used app, it&#39s pain find hotels searching geographical location enter numerous towns numerous searches find i&#39m looking new version step wrong direction",B
"locations maps incredibly inaccurate sometimes it&#39s blocks wrong, maybe mislabeled street, seeing much worse locations outside san miguel de allende shown within downtown area want golf? go horseback riding? come historic centro, mapped doesn&#39t exist funny accuracy pyramid supposedly blocks rental house next problem, related &#34near me&#34 function first, app couldn&#39t find instead, thought town two hours away showed attractions town dragged map town map craziness, even worse locations accurately mapped shifted within block two house lastly, new version less functional previous version it&#39s lot less functional website bottom line deleting least map issues get fixed definitely unhappy version",B
"hotel reviews, especially poor hotels, fake likely posted employees notice negative review posted, invariably followed several glowing reviews tripadvisor paid hotels listed site remove negative reviews pressured hotel",B
love app helps lot i&#39m trip one thing makes mad click see photos it&#39s show 1 pic got stuck delete app redownload ??????,B
"like trip advisor, app slow feels buggy patience navigate its, um, &#34quirks,&#34 get good info",B
unable save forum posts useful suggestions trip saved trips personally put together assist &amp mobile good that? many find wifi open laptop,B
select attraction click around read reviews view pictures go back full like defaults back beginning list hit &#34next page&#34 several times find place left annoying,B
"go back search, zoom global view buggy",B
lag! laaagggg! please fix it!,B
"every time log tripadvisor account facebook ipod touch, crashes able sign facebook, won&#39t let glitch needs fixed",B
"tried get information ta see statement review removed gives? rate, ta use",B
"app horrible experience takes forever load, search filter options either partially entirely fail i&#39ve gone back using tripadvisor website browser",B
"search engine complete searched house rentals healdsburg, ca friends there, know 16 b&ampbs also results house rentals valley love trip advisor use often computer, app doesn&#39t provide proper search options",B
"pretty good glitches wanted use flight filters, wasn&#39t applying start search haven&#39t used much yet",B
finebt cud b improved!! d popular app smartphn becum slow since d last update!! pls fix!! odrwse 5 5 material!!,B
poor(( need updates android! wa lame androids(( fix it!,B
"failed upgrade couldnt upgrade new version, delete app, cant install",B
its awesome however recently lapse receive message didnt receive notification open app,B
full stars completely downloaded downloading properly although full netwrk excess,B
worst atleast reply help worst since four days trying register everytime cut balnce verification send voice verification nd fails also crap negative star,B
5 star excellent bit slow running,B
error report ok,B
"like app, allow us chat, share music video mobile, downloading app, works six months shows date failure work download",B
ok app updating since long trying much gud connect wid ur frnds,B
better em samsung galaxy 4 ad facing problem updated whats appplz fix,B
"search doesnt work anymore update, search function doesnt work keeps putting 20s within search nothing comes please fix, otherwise app useless cant search anything",B
"wtf happily pinning away got msg telling id reached pin limit wtf? look, going limits pin, going delete app account thats stupid plz fix love pinterest cant get quality service ive used towellwhats point",B
"152 update whats happened app? people follow page isnt working properly, images disappear nothing happens its refreshed! its good fix please",B
new updates force close please fix new update causes app stop time its irritating please fix ill go back five stars,B
update issues! soon updated longer give accurate search results! please fix pinterest!,B
great app occasionally freezes errors loading & pinning also issues refreshing feed timesbut otherwise great app,B
confusing never used pintrest confusing new mapping thing say want use every pin also pops rate every log save annoyance rate right away,B
"love pinning! love pintrest app lets use anywhere problem ive turn phone sideways, screen gets messed exit appplease fix!",B
im dude im dude love pinterest app little glitchie android iphone getting better,B
love pin it! love pintrest super fun ideas app works great time sometimes spools often,B
"keeps telling reset password,because safe mode,but send email so!",B
2114 let share recipes friends,B
im loving mind keep freezing,B
"although avid pinner, app keeps knocking pinning time, therefore making search start irritating also slows ton open another board besides please fix problems! want pin more!",B
bots? would rate higher love app says bots network cannot fix,B
crashes time!,B
"fare still problems, got foreclosed like 20 times last night still arent able change password access boards, its pinterest compromised!)- please fix issue get back enjoying pinning thx pinterest!",B
run startup?? asking unnecessary permissions also want app run startup! would rather uninstall,B
great great apparently updated 27th every time try use get message stopped working force closes! please fix!,B
good fav app bad thing fakes good,B
fix comments!,B
"app misbehaving big time why??? love one working right me( wont download features stuck dont know ???please try helping me,thanks ( ( sos please help get app work ty pam therese lukasz parkridge,il 60068 ( -# x @ &gt&ltthank-you fixing problem ,so far great like normal ty ty ty ty ) ) )!!! ((((hugz))))!!!!!!! =]",B
fck fix cause always error,B
nice app evrythng gud except tht red eye optn doesnt fnctn properly,B
please fix idk uninstalls phone automatically ha e download n,B
"good editor,but little slow yeah! good lil bit slow",B
effect please fix effect fattal become different quality picture want save means edit picture save overall good part,B
factory refurbished older ipad cannot run ios 7 can&#39t make &#34legacy&#34 dropbox app available us don&#39t brand new equipment?,B
"older versions app used allow preview word, excel pdf documents preview pane still app tells file name size display content completely useless",B
"ipad air iphone 4 ios 7 still open pages documents, show document name size",B
"previous version, user looking pictures suspended app would leave right upon restarting app app completely refreshes start up, gets annoying sometimes also cumbersome swipe images since it&#39s responsive top half screen instead whole screen",B
"used able view xls files ipad iphone still view iphone longer open ipad sometimes files open seconds gray screen comes time get gray screen gray screen file name, &#34office open xml spreadsheet&#34&#39 file size spreadsheets simple (no macros) small size i&#39ve tried creating new spreadsheets issue web research shows others issue fixes worked i&#39m latest ios 704 recent version dropbox 301 chat apple support says dropbox issue",B
i&#39m disappointed can&#39t open excel files anymore! repeated tries works occasionally work every time!,B
"new interface big disappointment way get version 232 back? way much white space hard eyes also, still able rename files -- unbelievable!!!",B
ios 7 now? fair people wanting run older devices don&#39t wish downgrade cruddy ios 7,B
"white app icon atrocious, i&#39m hiding away new folder i&#39m naming &#34ugly apps&#34 joined photos ibooks apple bloat-ware apps, like game center, newsstand, passbook could go too, they&#39ll stay &#34crap!&#34 folder instead",B
use great app ios 5 ios 7 latest version dropbox it&#39s really bad new ui viewing photos video needs improvement return way,B
remove open option music files? used able sound files why??,B
longer add files directly phone completely loses point won&#39t use see update,B
one flaw fact almost impossible load mp3s wav files data play second two say unable load file fix please!,B
"around 5pm every day latest (today&#39s) files disappear still though search find tomorrow, magically back! desktop issue ios known bug?",B
it&#39s way slow!! loved app updated like flipping sloth ugh!! fix please!!,B
won&#39t let view excel spread sheets iphone please fix love app,B
app iphone needs important issue &#34share via email&#34,B
"always use dropbox upad, newest version can&#39t open pdf files upad anymore plz update soon possible",B
last update please fix,B
"soon updated version 21 can&#39t open dropbox can&#39t delete it--but phone can&#39t redownload ithelp! updated see suggestion delete reinstall--how supposed delete isn&#39t phone, despite fact app store says open app, open press button? update--version 211 brought back dropbox phone upgraded 3 stars play it, assess whether deserves stars",B
"review dropbox service (which great) app, use lot improvements single frustrating thing displays dozen characters file name since thousands files, long descriptive names, impossible find i&#39m looking unless download files ipad one one way resize file list make files visible not?",B
"like fact download drop box device share pics don&#39t like time takes download pics order download always connected internet, keeps pics downloading times away wifi 2613 i&#39m still trying figure app support pictures downloading going remove app ipad worthless",B
recent upgrade causing app crash ipad needs fixed tried delete reinstall didn&#39t fix problem,B
it&#39s amazing app love it&#39s features except one little problem gps feature bit i&#39m home want make quick note gives wrong address would great could get fixed,B
overwriting notes outdated versions complaints syncing issues ios 7 update spot stay ios6 version possible!,B
"can&#39t believe guys removed one useful features evernote, ability style lines either section, subsection, paragraph blockquote way could give hierarchy notes notes one dimensional impossible organize thoughts could evernote team consider feature unnecessary? guys use app? supposed outline notes? really big let otherwise great update it&#39s big omission happy anything else that&#39s give 2 stars",B
"don&#39t understand can&#39t add website even though it&#39s option also, it&#39ll cool add videos!",B
new update won&#39t let open app anymore ???? please fix it! use app everything really need,B
"update really like new tab-based interface it&#39s slow unwieldy iphone 4 it&#39s hard tap drag headers they&#39re responsive, slow animation tabs useless fluff gets way speedily making finding notes also, using view landscape mode really ugly wastes screen real estate still like many aspects evernote, important keep focus usability functionality, rather cute interface magic frustrating watching slow animations want make quick note furthermore, much key info buried tags, location, etc go many menus dialogs change go back back back notes also can&#39t see notes map filtered tag can&#39t look cafes restaurants meetings map makes map pretty useless (on top apple maps horrendous) appreciate efforts improve, interface step backwards actually constantly gets way frustrates ---------------------- evernote, thank you! latest update makes app slick quick crashing, fast slick uploading, proper non-buggy text entry, proper functioning folders!! particular, text entry big deal disappointed weird behavior previously spaces line breaks getting worried relying evernote stuff right time thanks!",B
able find cruises turistic boats,B
complaint able see inbox reply messages app,B
"can&#39t scroll well trying find hotel, there&#39s search function would find hotel staying attractions around close scrolling hotels would get bottom would let go next 20 tap hotel could scroll next 20 good photos every thing find doesn&#39t perform well ipad it&#39s slow hard find information looking use book hotel might worth",B
"really enjoy app traveling you&#39re road you&#39re ready stop eat, great app find good place found really good places eat would known map get also helps one small issue ask what&#39s near you, use filter, everything shows example trying find info brew pub near motel didn&#39t show map asked pubs near current location didn&#39t show search but, searched name, pub reviews",B
"need improve functionality app can&#39t vote reviews helpful can&#39t read contributions see badges scroll thru pictures get end would nice could skip oldest newest pics without scrolling thru one back button needs work well otherwise, good basics!",B
"nothing wrong old version, new one eliminates one apps useful features previously saved restaurants, hotels, etc, automatically sorted location, shown really confusing true ask see saved hotels say chicago, want look saved restaurants chicago, second sort pain especially location poor signal don&#39t app, it&#39s certainly worthwhile, take careful look latest version upgrade",B
"found app pretty helpful overall finding hotels reading reviews, however search feature bit limited didn&#39t allow filter brand name easily would nice feature add",B
